"","fmtname","start","label"
"1122","DRDIFDCD",27313110,"BEEF CHOW MEIN OR CHOP SUEY W/ NOODLES"
"1123","DRDIFDCD",27313150,"BEEF, NOODLES & VEG (W/ CAR/DK GREEN), SOY SAUCE"
"1124","DRDIFDCD",27313210,"BEEF, NOODLES & VEG (W/ CAR/DK GREEN), TOMATO SAUCE"
"1125","DRDIFDCD",27313220,"BEEF, NOODLES & VEG (NO CAR/DK GREEN), TOMATO SAUCE"
"1126","DRDIFDCD",27313410,"BEEF, NOODLES, & VEG (INCL CAR/DK GRN), GRAVY"
"1127","DRDIFDCD",27315010,"BEEF, RICE & VEG (W/ CARROTS/DK GREEN), NO SAUCE"
"1128","DRDIFDCD",27315210,"BEEF, RICE & VEG (W/ CAR/DK GREEN), TOMATO SAUCE"
"1129","DRDIFDCD",27315220,"BEEF, RICE & VEG (NO CAR/DK GREEN), TOMATO SAUCE"
"1130","DRDIFDCD",27315250,"STUFFED CABBAGE ROLLS W/ BEEF AND RICE"
"1131","DRDIFDCD",27315510,"BEEF, RICE & VEG (INCL CAR/DK GRN), SOY-BASED SAUCE"
"1132","DRDIFDCD",27315520,"BEEF, RICE & VEG (NO CAR/DK GRN), SOY-BASED SAUCE"
"1133","DRDIFDCD",27317010,"BEEF POT PIE (INCLUDE GREEK MEAT PIE)"
"1134","DRDIFDCD",27320020,"HAM POT PIE"
"1135","DRDIFDCD",27320070,"PORK, NOODLES, VEG (INCL CAR/DK GRN), TOMATO SAUCE"
"1136","DRDIFDCD",27320310,"PORK CHOW MEIN OR CHOP SUEY W/ NOODLES"
"1137","DRDIFDCD",27330030,"LAMB STEW W/ POT & VEG (INCL CAR/DK GREEN), GRAVY"
"1138","DRDIFDCD",27330110,"LAMB STEW W/ POT & VEG (NO CAR/DK GREEN), GRAVY"
"1139","DRDIFDCD",27330210,"LAMB STEW W/ POT & VEG (INCL CAR/DK GRN), TOM SAUCE"
"1140","DRDIFDCD",27336100,"VENISON/DEER STEW W/ POTATO & VEG(W/ CAR/DK GRN),TOM SCE"
"1141","DRDIFDCD",27341010,"CHICKEN, POT & VEG (INCL CAR/DK GRN), NO SAUCE"
"1142","DRDIFDCD",27341020,"CHICKEN, POT & VEG (NO CAR/DK GRN), NO SAUCE"
"1143","DRDIFDCD",27341310,"CHICKEN STEW W/ POT, VEG (INCL CAR/DK GRN), GRAVY"
"1144","DRDIFDCD",27341320,"CHICKEN STEW W/ POT & VEG (NO CAR/DK GRN), GRAVY"
"1145","DRDIFDCD",27341510,"CHICKEN STEW W/ POT & VEG(INCL CAR/DK GRN), TOM SCE"
"1146","DRDIFDCD",27341520,"CHICKEN STEW W/ POT & VEG(NO CAR/DK GRN), TOM SAUCE"
"1147","DRDIFDCD",27343010,"CHICKEN, NOODLES & VEG (INCL CAR/DK GRN), NO SAUCE"
"1148","DRDIFDCD",27343020,"CHICKEN, NOODLES & VEG (NO CAR/DK GRN), NO SAUCE"
"1149","DRDIFDCD",27343480,"CHICKEN, NOODLES, VEG (NO CAR/DK GRN), CREAM SAUCE"
"1150","DRDIFDCD",27343910,"CHICKEN CHOW MEIN/CHOP SUEY W/ NOODLES"
"1151","DRDIFDCD",27343950,"CHICKEN, NOODLES & VEG(INCL CAR/DK GRN), CHEESE SCE"
"1152","DRDIFDCD",27343960,"CHICKEN, NOODLES & VEG(NO CAR/DK GRN), CHEESE SAUCE"
"1153","DRDIFDCD",27343980,"CHICKEN, NOODLES, VEG (NO CAR/DK GRN), CREAM SAUCE"
"1154","DRDIFDCD",27345010,"CHICKEN, RICE & VEG (INCL CAR/DK GRN), NO SAUCE"
"1155","DRDIFDCD",27345210,"CHICKEN, RICE & VEG (INCL CAR/DK GRN), GRAVY"
"1156","DRDIFDCD",27345220,"CHICKEN, RICE & VEG (NO CAR/DK GRN), GRAVY"
"1157","DRDIFDCD",27345310,"CHICKEN, RICE & VEG (INCL CAR/DK GRN), SOY SAUCE"
"1158","DRDIFDCD",27345320,"CHICKEN, RICE & VEG (NO CAR/DK GRN), SOY SAUCE"
"1159","DRDIFDCD",27345410,"CHICKEN, RICE & VEG(INCL CAR/DK GRN),SOUP-BASED SCE"
"1160","DRDIFDCD",27345440,"CHICKEN, RICE & VEG (INCL CAR/DK GRN), CHEESE SAUCE"
"1161","DRDIFDCD",27347100,"CHICKEN OR TURKEY POT PIE"
"1162","DRDIFDCD",27347240,"CHICKEN, DUMPLINGS, VEG (INCL CAR/DK GRN), GRAVY"
"1163","DRDIFDCD",27347250,"CHICKEN, DUMPLINGS, VEG (NO CAR/DK GRN), GRAVY"
"1164","DRDIFDCD",27350020,"PAELLA WITH SEAFOOD"
"1165","DRDIFDCD",27350050,"SHRIMP CHOW MEIN OR CHOP SUEY W/ NOODLES"
"1166","DRDIFDCD",27350060,"SHRIMP CREOLE W/ RICE (INCLUDE SHRIMP JAMBALAYA)"
"1167","DRDIFDCD",27350070,"TUNA POT PIE"
"1168","DRDIFDCD",27350080,"TUNA NOODLE CASSEROLE W/ VEG, CREAM OR WHITE SAUCE"
"1169","DRDIFDCD",27350110,"BOUILLABAISSE"
"1170","DRDIFDCD",27350410,"TUNA NOODLE CASSEROLE W/ VEG & (MUSHROOM) SOUP"
"1171","DRDIFDCD",27351010,"CODFISH W/ STARCHY VEG, P.R. (SERENATA DE BACALAO)"
"1172","DRDIFDCD",27360100,"BRUNSWICK STEW"
"1173","DRDIFDCD",27360120,"CHOW MEIN/CHOP SUEY,VARIOUS MEATS, W/ NOODLES"
"1174","DRDIFDCD",27363000,"GUMBO W/ RICE (NEW ORLEANS TYPE)"
"1175","DRDIFDCD",27363100,"JAMBALAYA W/ MEAT & RICE"
"1176","DRDIFDCD",27410210,"BEEF & VEG (W/ CAR/DK GREEN, NO POTATO), NO SAUCE"
"1177","DRDIFDCD",27410220,"BEEF & VEG (NO CAR/DK GREEN, NO POTATO), NO SAUCE"
"1178","DRDIFDCD",27411100,"BEEF & VEG(W/ CAR/DK GREEN, NO POTATO), TOMATO SCE"
"1179","DRDIFDCD",27411120,"SWISS STEAK"
"1180","DRDIFDCD",27411150,"BEEF ROLL,STUFFED W/VEG/MEAT MIXTURE,TOM-BASE SAUCE"
"1181","DRDIFDCD",27411200,"BEEF W/ VEG (NO CAR/DK GREEN, NO POTATO),TOMATO SCE"
"1182","DRDIFDCD",27415100,"BEEF & VEG (W/ CAR/DK GREEN, NO POTATO), SOY SAUCE"
"1183","DRDIFDCD",27415150,"BEEF, CHOW MEIN OR CHOP SUEY, NO NOODLES"
"1184","DRDIFDCD",27416150,"PEPPER STEAK"
"1185","DRDIFDCD",27416300,"BEEF TACO FILLING: BEEF, CHEESE, TOMATO, TACO SAUCE"
"1186","DRDIFDCD",27416450,"BEEF & VEG (INCL CAR/DK GRN, NO POTATOES), GRAVY"
"1187","DRDIFDCD",27418110,"SEASONED SHREDDED SOUP MEAT"
"1188","DRDIFDCD",27418210,"BEEF STEW, P.R. (CARNE A LA JUDIA)"
"1189","DRDIFDCD",27418310,"CORNED BEEF W/ TOMATO SAUCE & ONION, P.R. STYLE"
"1190","DRDIFDCD",27418410,"BEEF STEAK W/ ONIONS, P.R. (BIFTEC ENCEBOLLADO)"
"1191","DRDIFDCD",27420020,"HAM OR PORK SALAD"
"1192","DRDIFDCD",27420060,"PORK & VEG (W/ CAR/DK GREEN, NO POTATO), NO SAUCE"
"1193","DRDIFDCD",27420080,"GREENS W/ HAM OR PORK (MIXTURE)"
"1194","DRDIFDCD",27420160,"MOO SHU (MU SHI) PORK, W/O PANCAKE"
"1195","DRDIFDCD",27420350,"PORK & VEG (NO CAR/DK GREEN, NO POTATO), NO SAUCE"
"1196","DRDIFDCD",27420390,"PORK CHOW MEIN OR CHOP SUEY, NO NOODLES"
"1197","DRDIFDCD",27420460,"SAUSAGE & VEG (NO CAR/DK GRN/POT), TOMATO SAUCE"
"1198","DRDIFDCD",27420470,"SAUSAGE & PEPPERS, NO SAUCE"
"1199","DRDIFDCD",27420500,"PORK & VEG (INCL CAR/DK GRN), SOY-BASED SAUCE"
"1200","DRDIFDCD",27420510,"PORK & VEG (NO CAR/DK GRN), SOY-BASED SAUCE"
"1201","DRDIFDCD",27440110,"CHICK/TURK & VEG (W/ CAR/DK GRN, NO POT), NO SAUCE"
"1202","DRDIFDCD",27440120,"CHICK/TURK & VEG (NO CAR/DK GRN, NO POT), NO SAUCE"
"1203","DRDIFDCD",27442110,"CHICKEN/TURKEY & VEG (W/ CAR/DK GREEN,NO POT),GRAVY"
"1204","DRDIFDCD",27442120,"CHICKEN/TURKEY & VEG(NO CAR/DK GREEN,NO POT), GRAVY"
"1205","DRDIFDCD",27443110,"CHICKEN A LA KING W/VEG(INCL CAR/DK GRN),WHITE SCE"
"1206","DRDIFDCD",27443120,"CHICKEN A LA KING W/ VEG(NO CAR/DK GRN),WHITE SAUCE"
"1207","DRDIFDCD",27443150,"CHICKEN DIVAN"
"1208","DRDIFDCD",27445110,"CHICKEN & VEG (INCL CAR/DK GRN, NO POT), SOY SAUCE"
"1209","DRDIFDCD",27445120,"CHICKEN & VEG (NO CAR/DK GRN, NO POT), SOY SAUCE"
"1210","DRDIFDCD",27445150,"GENERAL TSO CHICKEN"
"1211","DRDIFDCD",27445180,"MOO GOO GAI PAN"
"1212","DRDIFDCD",27445220,"KUNG PAO CHICKEN"
"1213","DRDIFDCD",27445250,"ALMOND CHICKEN"
"1214","DRDIFDCD",27446100,"CHICKEN CHOW MEIN/CHOP SUEY, NO NOODLES"
"1215","DRDIFDCD",27446200,"CHICKEN OR TURKEY SALAD"
"1216","DRDIFDCD",27446220,"CHICKEN SALAD W/ EGG"
"1217","DRDIFDCD",27446300,"CHICKEN GARDEN SALAD W/ TOMATO/CARROT, NO DRESSING"
"1218","DRDIFDCD",27446310,"CHICKEN GARDEN SALAD W/VEG, NO CAR/TOM, NO DRESSING"
"1219","DRDIFDCD",27446400,"CHICKEN & VEG (INCL CAR/DK GRN)(NO POT), CHEESE SCE"
"1220","DRDIFDCD",27450010,"CRAB SALAD"
"1221","DRDIFDCD",27450020,"LOBSTER SALAD"
"1222","DRDIFDCD",27450030,"SALMON SALAD"
"1223","DRDIFDCD",27450040,"SHRIMP CHOW MEIN OR CHOP SUEY, NO NOODLES"
"1224","DRDIFDCD",27450060,"TUNA SALAD"
"1225","DRDIFDCD",27450070,"SHRIMP SALAD"
"1226","DRDIFDCD",27450080,"SEAFOOD SALAD"
"1227","DRDIFDCD",27450100,"TUNA SALAD W/ EGG"
"1228","DRDIFDCD",27450130,"CRAB SALAD MADE W/ IMITATION CRAB"
"1229","DRDIFDCD",27450410,"SHRIMP & VEG (W/ CAR/DK GREEN, NO POT), SOY SAUCE"
"1230","DRDIFDCD",27450420,"SHRIMP & VEG (NO CARROT/DK GREEN, NO POT),SOY SAUCE"
"1231","DRDIFDCD",27450450,"SHRIMP CREOLE, NO RICE"
"1232","DRDIFDCD",27450510,"TUNA CASSEROLE W/ VEG & SOUP, NO NOODLES"
"1233","DRDIFDCD",27450710,"FISH & VEG (NO CAR/DK GRN, NO POT), TOMATO SAUCE"
"1234","DRDIFDCD",27450740,"FISH & VEGETABLES (W/ CAR/DK GRN), SOY-BASED SAUCE"
"1235","DRDIFDCD",27460490,"JULIENNE SALAD (MEAT, CHEESE, EGG, VEG) NO DRESSING"
"1236","DRDIFDCD",27460750,"LIVER, BEEF OR CALVES, & ONIONS"
"1237","DRDIFDCD",27462000,"STEWED CHITTERLINGS, P.R. (CUAJO GUISADO)"
"1238","DRDIFDCD",27464000,"GUMBO, NO RICE (NEW ORLEANS TYPE W/MEAT, TOM, OKRA)"
"1239","DRDIFDCD",27500050,"SANDWICH, NFS"
"1240","DRDIFDCD",27510110,"BEEF BARBECUE OR SLOPPY JOE, ON BUN"
"1241","DRDIFDCD",27510210,"CHEESEBURGER, PLAIN, ON BUN"
"1242","DRDIFDCD",27510220,"CHEESEBURGER, W/ MAYO, ON BUN"
"1243","DRDIFDCD",27510230,"CHEESEBURGER, W/ MAYO & TOMATO, ON BUN"
"1244","DRDIFDCD",27510240,"CHEESEBURGER, 1/4 LB MEAT, PLAIN, ON BUN"
"1245","DRDIFDCD",27510250,"CHEESEBURGER, 1/4 LB MEAT, W/ MAYO, ON BUN"
"1246","DRDIFDCD",27510270,"DOUBLE CHEESEBURGER, PLAIN, ON BUN"
"1247","DRDIFDCD",27510280,"DOUBLE CHEESEBURGER, W/ MAYO, ON BUN"
"1248","DRDIFDCD",27510300,"DOUBLE CHEESEBURGER, W/MAYO, ON DOUBLE-DECKER BUN"
"1249","DRDIFDCD",27510310,"CHEESEBURGER W/ TOMATO & OR CATSUP, ON BUN"
"1250","DRDIFDCD",27510311,"CHEESEBURGER, 1 OZ MEAT, PLAIN, ON MINI BUN"
"1251","DRDIFDCD",27510320,"CHEESEBURGER, 1/4 LB MEAT,W/ TOMATO/CATSUP, BUN"
"1252","DRDIFDCD",27510330,"DOUBLE CHEESEBURGER W/TOMATO & OR CATSUP, ON BUN"
"1253","DRDIFDCD",27510340,"DOUBLE CHEESEBURGER, W/ MAYO & TOMATO, ON BUN"
"1254","DRDIFDCD",27510350,"CHEESEBURGER, 1/4 LB MEAT, W/ MAYO & TOMATO, ON BUN"
"1255","DRDIFDCD",27510360,"CHEESEBURGER W/ MAYO, TOMATO & BACON, ON BUN"
"1256","DRDIFDCD",27510370,"DOUBLE CHEESEBURGER W/ MAYONNAISE, ON BUN"
"1257","DRDIFDCD",27510380,"TRIPLE CHEESEBURGER W/ MAYO, TOMATO, ON BUN"
"1258","DRDIFDCD",27510390,"DOUBLE BACON CHEESEBURGER, ON BUN"
"1259","DRDIFDCD",27510400,"BACON CHEESEBURGER, 1/4 LB MEAT, W/ TOMATO, ON BUN"
"1260","DRDIFDCD",27510430,"DOUBLE BACON CHEESEBURGER, W/ MAYO, TOMATO, ON BUN"
"1261","DRDIFDCD",27510500,"HAMBURGER, PLAIN, ON BUN"
"1262","DRDIFDCD",27510510,"HAMBURGER, W/ TOMATO & OR CATSUP, ON BUN"
"1263","DRDIFDCD",27510520,"HAMBURGER, W/ MAYO & TOMATO, ON BUN"
"1264","DRDIFDCD",27510530,"HAMBURGER, 1/4 LB MEAT, PLAIN, ON BUN"
"1265","DRDIFDCD",27510540,"DOUBLE HAMBURGER W/TOMATO & OR CATSUP, ON BUN"
"1266","DRDIFDCD",27510560,"HAMBURGER, 1/4 LB MEAT W/ MAYO & TOMATO, ON BUN"
"1267","DRDIFDCD",27510600,"HAMBURGER, 1 OZ MEAT,PLAIN, ON MINIATURE BUN"
"1268","DRDIFDCD",27510620,"HAMBURGER, 1/4 LB MEAT, W/ TOMATO & OR CATSUP, BUN"
"1269","DRDIFDCD",27510660,"DOUBLE HAMBURGER, W/ MAYO, ON BUN"
"1270","DRDIFDCD",27510670,"DOUBLE HAMBURGER, W/ MAYO & TOMATO, ON BUN"
"1271","DRDIFDCD",27510680,"DOUBLE HAMBURGER (1/2 LB MEAT), W/ TOM/CATSUP, BUN"
"1272","DRDIFDCD",27510690,"DOUBLE HAMBURGER,1/2 LB MEAT,W/MAYO&TOM/CATSUP,BUN"
"1273","DRDIFDCD",27513010,"ROAST BEEF SANDWICH"
"1274","DRDIFDCD",27513040,"ROAST BEEF SUB, ROLL,LETTUCE,TOM & SPREA"
"1275","DRDIFDCD",27513050,"ROAST BEEF SANDWICH W/ CHEESE"
"1276","DRDIFDCD",27513060,"ROAST BEEF SANDWICH W/ BACON & CHEESE SAUCE"
"1277","DRDIFDCD",27515010,"STEAK SANDWICH, PLAIN, ON ROLL"
"1278","DRDIFDCD",27520120,"BACON & CHEESE SANDWICH, W/ SPREAD"
"1279","DRDIFDCD",27520130,"BACON, CHICK, & TOM CLUB SANDWICH W/ LETTUCE+SPREAD"
"1280","DRDIFDCD",27520150,"BACON, LETTUCE, & TOMATO SANDWICH W/ SPREAD"
"1281","DRDIFDCD",27520300,"HAM SANDWICH W/ SPREAD"
"1282","DRDIFDCD",27520320,"HAM & CHEESE SANDWICH, W/ LETTUCE & SPREAD"
"1283","DRDIFDCD",27520350,"HAM & CHEESE SANDWICH W/ SPREAD, GRILLED"
"1284","DRDIFDCD",27520360,"HAM & CHEESE SANDWICH ON BUN W/ LETTUCE & SPREAD"
"1285","DRDIFDCD",27520500,"PORK, BBQ SAUCE, ONIONS & DILL PICKLES ON WHITE ROLL"
"1286","DRDIFDCD",27540110,"CHICKEN SANDWICH, W/ SPREAD"
"1287","DRDIFDCD",27540140,"CHICKEN FILLET (BREADED, FRIED) SANDWICH"
"1288","DRDIFDCD",27540150,"CHICKEN FILLET(BR FRIED) SAND W/ LET, TOM & SPREAD"
"1289","DRDIFDCD",27540170,"CHICKEN PATTY SANDWICH, MINI, W/ SPREAD"
"1290","DRDIFDCD",27540180,"CHICKEN PATTY SANDWICH ON BISCUIT"
"1291","DRDIFDCD",27540190,"CHICKEN PATTY SANDWICH W/ LETTUCE & SPREAD"
"1292","DRDIFDCD",27540230,"CHICKEN PATTY SAND W/ CHEES,WHEAT BUN,LET,TOM, SPRE"
"1293","DRDIFDCD",27540240,"CHICKEN FILLET,(BROIL) SAND W/ LET, TOM, & SPREAD"
"1294","DRDIFDCD",27540250,"CHICK FILLET,BROIL,SANDWICH,W/CHEESE,WW ROLL"
"1295","DRDIFDCD",27540260,"CHICK FILLET, BROILED,SANDWICH,ON OAT BRAN BUN(LTS)"
"1296","DRDIFDCD",27540270,"CHICKEN FILLET,SANDWICH,W/LETT,TOM,&NON-MAYO SPREAD"
"1297","DRDIFDCD",27540280,"CHICKEN FILLET,BROILED,SANDWICH,W/CHEESE,ON BUN"
"1298","DRDIFDCD",27550000,"FISH SANDWICH, ON BUN, W/ SPREAD"
"1299","DRDIFDCD",27550100,"FISH SANDWICH, ON BUN, W/ CHEESE AND SPREAD"
"1300","DRDIFDCD",27550720,"TUNA SALAD SANDWICH"
"1301","DRDIFDCD",27560300,"CORN DOG (FRANKFURTER/HOT DOG W/ CORNBREAD COATING)"
"1302","DRDIFDCD",27560350,"PIG IN A BLANKET (FRANKFURTER OR HOT DOG  WRAPPED IN DOUGH)"
"1303","DRDIFDCD",27560360,"FRANKFURTER/HOT DOG ,W/ CHILI, ON BUN (INCL CHILI DOG)"
"1304","DRDIFDCD",27560650,"SAUSAGE ON BISCUIT(INCL JIMMY DEAN SAUSAGE BISCUIT)"
"1305","DRDIFDCD",27560670,"SAUSAGE & CHEESE ON ENGLISH MUFFIN"
"1306","DRDIFDCD",27560710,"SAUSAGE SANDWICH"
"1307","DRDIFDCD",27601000,"BEEF STEW, BABY FOOD, TODDLER"
"1308","DRDIFDCD",27640050,"CHICKEN & RICE DINNER, BABY, STRAINED"
"1309","DRDIFDCD",27640100,"CHICKEN NOODLE DINNER, BABY, NS AS TO STR OR JR"
"1310","DRDIFDCD",27640110,"CHICKEN NOODLE DINNER, BABY, STRAINED"
"1311","DRDIFDCD",27640120,"CHICKEN NOODLE DINNER, BABY, JUNIOR"
"1312","DRDIFDCD",27640810,"CHICKEN, NOODLES & VEGETABLES, BABY, TODDLER"
"1313","DRDIFDCD",27642110,"TURKEY, RICE & VEGETABLES, BABY, STRAINED"
"1314","DRDIFDCD",27642120,"TURKEY, RICE & VEGETABLES, BABY, JUNIOR"
"1315","DRDIFDCD",27642130,"TURKEY, RICE, & VEGETABLES, BABY, TODDLER"
"1316","DRDIFDCD",27644110,"CHICKEN SOUP, BABY"
"1317","DRDIFDCD",28110000,"BEEF DINNER, NFS (FROZEN)"
"1318","DRDIFDCD",28110110,"BEEF W/ POTATOES (FROZEN MEAL)"
"1319","DRDIFDCD",28110220,"SIRLOIN, CHOPPED, W/ GRAVY, POT, VEG (FROZEN MEAL)"
"1320","DRDIFDCD",28110230,"SWISS STEAK W/ GRAVY, VEG, POT, DESSERT (FROZ MEAL)"
"1321","DRDIFDCD",28110270,"SIRLOIN BEEF W/ GRAVY, POTATOES, VEG (FROZ MEAL)"
"1322","DRDIFDCD",28110310,"SALISBURY STEAK W/ GRAVY, POTATOES, VEG (FROZ MEAL)"
"1323","DRDIFDCD",28110390,"SALISBURY STEAK, POT, VEG, DESSERT (DIET FZN MEAL)"
"1324","DRDIFDCD",28110520,"BEEF, SLICED, W/GRAVY, POT, VEG, DESSERT(FROZ MEAL)"
"1325","DRDIFDCD",28133410,"VEAL PARMIGIANA W/ POTATOES, VEGETABLE (FROZ MEAL)"
"1326","DRDIFDCD",28140710,"CHICKEN, FRIED, W/ POTATOES, VEGETABLE (FROZ MEAL)"
"1327","DRDIFDCD",28141200,"CHICKEN TERIYAKI W/ RICE, VEGETABLE (FROZEN MEAL)"
"1328","DRDIFDCD",28141250,"CHICKEN W/ RICE-VEGETABLE MIXTURE (DIET FROZ MEAL)"
"1329","DRDIFDCD",28143030,"CHICKEN & VEG ENTREE, ORIENTAL (DIET FRZ MEAL)"
"1330","DRDIFDCD",28143080,"CHICKEN W/NOODLES & CHEESE SAUCE (DIET FROZEN MEAL)"
"1331","DRDIFDCD",28143130,"CHICKEN & VEG ENTREE W/ NOODLES (FROZEN MEAL)"
"1332","DRDIFDCD",28143150,"CHICK & VEG ENTREE W/ NOODLES, (DIET FROZEN MEAL)"
"1333","DRDIFDCD",28143210,"CHICKEN IN ORANGE SAUCE W/ RICE (DIET FROZEN MEAL)"
"1334","DRDIFDCD",28145000,"TURKEY DINNER, NFS (FROZEN)"
"1335","DRDIFDCD",28145210,"TURKEY W/ GRAVY, DRESSING, POT, VEG (FROZEN MEAL)"
"1336","DRDIFDCD",28145610,"TURKEY, DRESSING,POT,VEG,DESSERT(FROZ MEAL,LG MEAT)"
"1337","DRDIFDCD",28160300,"MEAT LOAF DINNER, NFS (FROZEN)"
"1338","DRDIFDCD",28160310,"MEATLOAF IN TOMATO SAUCE W/ POTATO, VEG (FROZ MEAL)"
"1339","DRDIFDCD",28310110,"BEEF BROTH, BOUILLON OR CONSOMME (INCL BROTH, NFS)"
"1340","DRDIFDCD",28310150,"OXTAIL SOUP"
"1341","DRDIFDCD",28310160,"BEEF BROTH, W/ TOMATO, HOME RECIPE"
"1342","DRDIFDCD",28310170,"BEEF BROTH, W/O TOMATO, HOME RECIPE"
"1343","DRDIFDCD",28310210,"CHILI BEEF SOUP"
"1344","DRDIFDCD",28310230,"MEATBALL SOUP, MEXICAN STYLE (SOPA DE ALBONDIGAS)"
"1345","DRDIFDCD",28310330,"BEEF & NOODLE SOUP, ORIENTAL (VIETNAMESE PHO BO)"
"1346","DRDIFDCD",28310420,"BEEF & RICE SOUP, P.R."
"1347","DRDIFDCD",28311010,"PEPPERPOT (TRIPE) SOUP (INCL MENUDO/MONDONGO SOUP)"
"1348","DRDIFDCD",28315100,"BEEF VEG SOUP W/POTATO, STEW TYPE (INCL CHUNKY STY)"
"1349","DRDIFDCD",28315130,"BEEF VEG SOUP W/ RICE, STEW TYPE, CHUNKY STYLE"
"1350","DRDIFDCD",28315140,"BEEF VEGETABLE SOUP,MEXICAN STYLE (SOPA / CALDO DE RES)"
"1351","DRDIFDCD",28315150,"MEAT & CORN HOMINY SOUP, MEXICAN STYLE (POZOLE)"
"1352","DRDIFDCD",28316020,"BEEF & MUSHROOM SOUP, CANNED, LOW SODIUM (INCL BEEF"
"1353","DRDIFDCD",28320110,"PORK & RICE SOUP, STEW TYPE, CHUNKY STYLE"
"1354","DRDIFDCD",28320130,"HAM, RICE, & POTATO SOUP, P.R."
"1355","DRDIFDCD",28320150,"PORK, VEGETABLE SOUP W/ POTATOES, STEW TYPE"
"1356","DRDIFDCD",28320300,"PORK W/VEG (NO CAR,BROC,&/OR DK GREEN)SOUP,ORIENTAL"
"1357","DRDIFDCD",28331110,"LAMB, PASTA & VEGETABLE SOUP, P.R."
"1358","DRDIFDCD",28340110,"CHICKEN BROTH/BOUILLON/CONSOMME (INCL FROM POWDER)"
"1359","DRDIFDCD",28340120,"CHICKEN BROTH, W/O TOMATO, HOME RECIPE"
"1360","DRDIFDCD",28340130,"CHICKEN BROTH, W/ TOMATO, HOME RECIPE"
"1361","DRDIFDCD",28340150,"MEXICAN STYLE CHICKEN BROTH SOUP STOCK"
"1362","DRDIFDCD",28340220,"CHICKEN SOUP W/ NOODLES & POTATOES, P.R."
"1363","DRDIFDCD",28340310,"CHICKEN GUMBO SOUP"
"1364","DRDIFDCD",28340510,"CHICKEN NOODLE SOUP, CHUNKY"
"1365","DRDIFDCD",28340530,"CHICKEN SOUP"
"1366","DRDIFDCD",28340580,"CHICKEN SOUP,W/VEGS(BROC,CRT,CELERY,POTS)ORIENTAL"
"1367","DRDIFDCD",28340630,"CHICKEN VEG SOUP W/ RICE, STEW TYPE, CHUNKY STYLE"
"1368","DRDIFDCD",28340640,"CHICKEN VEG SOUP W/ NOODLES, STEW TYPE, CHUNKY STYL"
"1369","DRDIFDCD",28340660,"CHICKEN OR TURKEY  VEGETABLE SOUP, HOME RECIPE"
"1370","DRDIFDCD",28340670,"CHICKEN VEGETABLE SOUP,W/RICE,MEXICAN(SOPA / CALDO DE POLLO)"
"1371","DRDIFDCD",28340700,"BIRD'S NEST SOUP (CHICKEN, HAM, NOODLES)"
"1372","DRDIFDCD",28345110,"CHICKEN SOUP, CREAM OF, NS AS TO MILK OR WATER"
"1373","DRDIFDCD",28345120,"CHICKEN/TURKEY SOUP,CREAM OF, W/ MILK"
"1374","DRDIFDCD",28345130,"CHICKEN SOUP, CREAM OF, PREPARED W/ WATER"
"1375","DRDIFDCD",28345140,"CHICKEN SOUP, CREAM OF, CANNED, UNDILUTED"
"1376","DRDIFDCD",28345160,"CHICKEN & MUSHROOM SOUP, CREAM OF, W/ MILK"
"1377","DRDIFDCD",28345170,"DUCK SOUP"
"1378","DRDIFDCD",28350050,"FISH CHOWDER (INCL FISHERMAN'S SOUP, SEAFOOD CHOWD)"
"1379","DRDIFDCD",28350110,"CRAB SOUP, NS AS TO TOMATO-BASE OR CREAM"
"1380","DRDIFDCD",28350210,"CLAM CHOWDER, NS AS TO MANHATTAN OR NEW ENGLAND"
"1381","DRDIFDCD",28350220,"CLAM CHOWDER, MANHATTAN (INCLUDE CHUNKY)"
"1382","DRDIFDCD",28350310,"TURTLE & VEGETABLE SOUP (INCLUDE SNAPPER SOUP)"
"1383","DRDIFDCD",28351110,"FISH & VEGETABLE SOUP,NO POTATOES (SOPA DE PESCADO)"
"1384","DRDIFDCD",28351120,"FISH SOUP, W/ POTATOES (SOPA DE PESCADO)"
"1385","DRDIFDCD",28355110,"CLAM CHOWDER, NEW ENG, NS AS TO MILK OR WATER ADDED"
"1386","DRDIFDCD",28355120,"CLAM CHOWDER, NEW ENGLAND, W/ MILK"
"1387","DRDIFDCD",28355250,"LOBSTER BISQUE"
"1388","DRDIFDCD",28355410,"SHRIMP SOUP, CREAM OF, NS AS TO MILK/WATER ADDED"
"1389","DRDIFDCD",28355420,"SHRIMP SOUP, CREAM OF, W/ MILK"
"1390","DRDIFDCD",28355430,"SHRIMP SOUP, CREAM OF, W/ WATER"
"1391","DRDIFDCD",28355450,"SEAFOOD SOUP W/ POTATOES & VEGETABLES (INCL DK GREEN LEAF)"
"1392","DRDIFDCD",28355470,"SEAFOOD SOUP W/ VEGETABLES (INCL DK GREEN LEAFY)"
"1393","DRDIFDCD",28360100,"MEAT BROTH, P.R. (CALDO)"
"1394","DRDIFDCD",28400100,"GELATIN, PLAIN, POWDER, DRY"
"1395","DRDIFDCD",28500000,"GRAVY, POULTRY"
"1396","DRDIFDCD",28500010,"GRAVY, MEAT/POULTRY, W/ WINE"
"1397","DRDIFDCD",28500040,"GRAVY, BEEF/MEAT (INCL GRAVY,NFS;BROWN GRAVY;SWISS STEAK GRV"
