"","fmtname","start","label"
"2210","DRDIFDCD",54403050,"POPCORN, FLAVORED (CHEESE, BBQ, SOUR CREAM, ONION)"
"2211","DRDIFDCD",54403060,"POPCORN, POPPED IN OIL, LOWFAT, LOW SODIUM"
"2212","DRDIFDCD",54403070,"POPCORN, POPPED IN OIL, LOWFAT"
"2213","DRDIFDCD",54403110,"POPCORN, SUGAR SYRUP OR CARAMEL COATED"
"2214","DRDIFDCD",54403120,"POPCORN, SUGAR SYRUP OR CARAMEL COATED, W/ NUTS"
"2215","DRDIFDCD",54406010,"ONION-FLAVORED RINGS (INCL FUNYUNS)"
"2216","DRDIFDCD",54408000,"PRETZELS, NFS"
"2217","DRDIFDCD",54408010,"PRETZELS, HARD"
"2218","DRDIFDCD",54408020,"PRETZELS, SOFT"
"2219","DRDIFDCD",54408030,"PRETZELS, HARD, UNSALTED"
"2220","DRDIFDCD",54408100,"PRETZEL, BABY FOOD"
"2221","DRDIFDCD",54408200,"PRETZEL, HARD, CHOCOLATE COATED"
"2222","DRDIFDCD",54408250,"PRETZEL, YOGURT COVERED"
"2223","DRDIFDCD",54408300,"PRETZELS, CHEESE-FILLED (INCL COMBOS)"
"2224","DRDIFDCD",54420010,"MULTIGRAIN MIXTURE, PRETZELS, CEREAL &/ CRACKERS,NUTS"
"2225","DRDIFDCD",54420200,"MULTIGRAIN MIX, BREAD STICKS, SESAME NUGGETS, PRETZ"
"2226","DRDIFDCD",54440010,"BAGEL CHIP"
"2227","DRDIFDCD",55101000,"PANCAKES, PLAIN (INCLUDE PANCAKES, NFS)"
"2228","DRDIFDCD",55101010,"PANCAKES, REDUCED CALORIE, HIGH FIBER"
"2229","DRDIFDCD",55103000,"PANCAKES, W/ FRUIT (INCLUDE BLUEBERRY PANCAKES)"
"2230","DRDIFDCD",55103100,"PANCAKES W/ CHOC CHIPS"
"2231","DRDIFDCD",55105000,"PANCAKES, BUCKWHEAT"
"2232","DRDIFDCD",55105100,"PANCAKES, CORNMEAL"
"2233","DRDIFDCD",55105200,"PANCAKES, WHOLE WHEAT"
"2234","DRDIFDCD",55201000,"WAFFLE, PLAIN"
"2235","DRDIFDCD",55202000,"WAFFLE, WHEAT, BRAN, OR MULTIGRAIN"
"2236","DRDIFDCD",55203000,"WAFFLE, FRUIT"
"2237","DRDIFDCD",55205000,"WAFFLE, 100% WHOLE WHEAT OR 100% WHOLE GRAIN"
"2238","DRDIFDCD",55206000,"WAFFLE, OAT BRAN"
"2239","DRDIFDCD",55207000,"WAFFLE, MULTI-BRAN (INCLUDE EGGO NUTRIGRAIN)"
"2240","DRDIFDCD",55211000,"WAFFLE, PLAIN, FAT FREE"
"2241","DRDIFDCD",55211050,"WAFFLE, PLAIN, LOWFAT"
"2242","DRDIFDCD",55301000,"FRENCH TOAST, PLAIN (INCLUDE ROMAN MEAL)"
"2243","DRDIFDCD",55301050,"FRENCH TOAST STICKS, PLAIN"
"2244","DRDIFDCD",55401000,"CREPE, PLAIN (INCLUDE FRENCH PANCAKE)"
"2245","DRDIFDCD",55501000,"FLOUR & WATER PATTY (INCLUDE CHINESE PANCAKE)"
"2246","DRDIFDCD",55502000,"FLOUR AND WATER GRAVY"
"2247","DRDIFDCD",55801000,"FUNNEL CAKE"
"2248","DRDIFDCD",56101000,"MACARONI, COOKED, NS AS TO ADDED FAT"
"2249","DRDIFDCD",56101010,"MACARONI, COOKED, NO FAT ADDED"
"2250","DRDIFDCD",56101030,"MACARONI, COOKED, FAT ADDED"
"2251","DRDIFDCD",56102010,"MACARONI, WHOLE WHEAT, NO FAT ADDED"
"2252","DRDIFDCD",56104010,"MACARONI,COOKED,VEGETABLE,FAT NOT ADDED IN COOKING"
"2253","DRDIFDCD",56104020,"MACARONI,COOKED,VEGETABLE, FAT ADDED IN COOKING"
"2254","DRDIFDCD",56112000,"NOODLES, COOKED, NS AS TO ADDED FAT"
"2255","DRDIFDCD",56112010,"NOODLES, COOKED, NO FAT ADDED"
"2256","DRDIFDCD",56112030,"NOODLES, COOKED, FAT ADDED"
"2257","DRDIFDCD",56114000,"NOODLES, SPINACH, COOKED, NO FAT ADDED"
"2258","DRDIFDCD",56114020,"NOODLES, COOKED, SPINACH, FAT ADDED"
"2259","DRDIFDCD",56116000,"NOODLES, CHOW MEIN"
"2260","DRDIFDCD",56116990,"LONG RICE NOODLES(FROM MUNG BEANS),CKD,NS FAT ADDed"
"2261","DRDIFDCD",56117000,"LONG RICE NOODLES, COOKED, NO FAT ADDED"
"2262","DRDIFDCD",56117010,"LONG RICE NOODLES, COOKED, FAT ADDED"
"2263","DRDIFDCD",56117100,"CHOW FUN RICE NOODLES, COOKED, NO FAT ADDED"
"2264","DRDIFDCD",56117110,"CHOW FUN RICE NOODLES, COOKED, FAT ADDED"
"2265","DRDIFDCD",56130000,"SPAGHETTI, COOKED, NS AS TO ADDED FAT"
"2266","DRDIFDCD",56130010,"SPAGHETTI, COOKED, NO FAT ADDED"
"2267","DRDIFDCD",56131000,"SPAGHETTI, COOKED, FAT ADDED"
"2268","DRDIFDCD",56133000,"SPAGHETTI, COOKED, WHOLE WHEAT, NO FAT ADDED"
"2269","DRDIFDCD",56200300,"CEREAL, COOKED, NFS"
"2270","DRDIFDCD",56200990,"GRITS CKD CORN / HOMINY, NS TYPE, NS FAT ADDED"
"2271","DRDIFDCD",56201000,"GRITS, CORN OR HOMINY, NFS, NO FAT ADDED"
"2272","DRDIFDCD",56201010,"GRITS, CKD, CORN/HOMINY, REGULAR, NO FAT"
"2273","DRDIFDCD",56201020,"GRITS, COOKED, CORN/HOMINY, REGULAR, FAT ADDED"
"2274","DRDIFDCD",56201030,"GRITS, COOKED, CORN/HOMINY, REGULAR, NS AS TO FAT"
"2275","DRDIFDCD",56201040,"GRITS, COOKED, CORN/HOMINY, FAT ADDED"
"2276","DRDIFDCD",56201060,"GRITS,CKD,CORN/HOMINY,W/CHEESE,NS TYPE,NS FAT ADDED"
"2277","DRDIFDCD",56201072,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,REG,FAT ADDED"
"2278","DRDIFDCD",56201092,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,INSTANT,FAT ADDED"
"2279","DRDIFDCD",56201110,"GRITS, COOKED, CORN/HOMINY, QUICK, NO FAT ADDED"
"2280","DRDIFDCD",56201120,"GRITS, COOKED, CORN/HOMINY, QUICK, FAT ADDED"
"2281","DRDIFDCD",56201210,"GRITS, COOKED, CORN/HOMINY, INSTANT, NO FAT ADDED"
"2282","DRDIFDCD",56201220,"GRITS, CORN/HOMINY, INSTANT, FAT ADDED"
"2283","DRDIFDCD",56201510,"CORNMEAL MUSH, MADE W/ WATER"
"2284","DRDIFDCD",56201520,"CORNMEAL MUSH, FRIED"
"2285","DRDIFDCD",56201530,"CORNMEAL MUSH, MADE W/ MILK"
"2286","DRDIFDCD",56201550,"CORNMEAL DUMPLINGS"
"2287","DRDIFDCD",56201600,"CORNMEAL, LIME-TREATED, COOKED"
"2288","DRDIFDCD",56201700,"CORNSTARCH W/ MILK, EATEN AS CEREAL"
"2289","DRDIFDCD",56201750,"CORNSTARCH, DRY"
"2290","DRDIFDCD",56202960,"OATMEAL,COOKED,NS AS TO REG,QUICK/INST,NS TO FAT"
"2291","DRDIFDCD",56202970,"OATMEAL, COOKED, QUICK, NS TO FAT ADDED"
"2292","DRDIFDCD",56202980,"OATMEAL, COOKED, REG, NS TO FAT ADDED"
"2293","DRDIFDCD",56203000,"OATMEAL, COOKED, NFS, NO FAT ADDED"
"2294","DRDIFDCD",56203010,"OATMEAL, COOKED, REGULAR, NO FAT ADDED"
"2295","DRDIFDCD",56203020,"OATMEAL,  COOKED, QUICK, NO FAT ADDED"
"2296","DRDIFDCD",56203030,"OATMEAL, COOKED, INSTANT, NO FAT ADDED IN COOKING"
"2297","DRDIFDCD",56203050,"OATMEAL, REGULAR, FAT ADDED IN COOKING"
"2298","DRDIFDCD",56203060,"OATMEAL, QUICK, FAT ADDED IN COOKING"
"2299","DRDIFDCD",56203070,"OATMEAL, INSTANT, FAT ADDED"
"2300","DRDIFDCD",56203080,"OATMEAL, INSTANT, NS AS TO ADDED FAT"
"2301","DRDIFDCD",56203090,"OATMEAL, FORTIFIED, INSTANT, NO FAT ADDED"
"2302","DRDIFDCD",56203100,"OATMEAL, FORTIFIED, INSTANT, FAT ADDED"
"2303","DRDIFDCD",56203200,"OATMEAL, W/ FRUIT, COOKED"
"2304","DRDIFDCD",56203210,"OATMEAL, NS TYPE, MADE W/ MILK, NO FAT ADDED"
"2305","DRDIFDCD",56203220,"OATMEAL, NS TYPE, MADE W/ MILK, FAT ADDED"
"2306","DRDIFDCD",56203540,"OATMEAL, W/ EVAPORATED MILK & SUGAR, P.R. STYLE"
"2307","DRDIFDCD",56204980,"RICE,WHITE,COOKED,CONVERTED,NS TO FAT ADDED"
"2308","DRDIFDCD",56204990,"RICE,WHITE,COOKED, REG, NS AS TO FAT ADDED"
"2309","DRDIFDCD",56205000,"RICE, COOKED, NS AS TO TYPE"
"2310","DRDIFDCD",56205010,"RICE, WHITE, COOKED, REGULAR, NO FAT ADD IN COOKING"
"2311","DRDIFDCD",56205020,"RICE,WHITE,CKD,INST,NS TO FAT ADDED IN COOKING"
"2312","DRDIFDCD",56205030,"RICE, WHITE, COOKED, INST,NO FAT ADDED IN COOKING"
"2313","DRDIFDCD",56205040,"RICE,WHITE,COOKED, CONVERTED,FAT NOT ADDED IN COOK"
"2314","DRDIFDCD",56205060,"RICE, COOKED, W/ MILK"
"2315","DRDIFDCD",56205080,"RICE, CREAMED, W/ MILK & SUGAR, PUERTO RICAN"
"2316","DRDIFDCD",56205110,"RICE, BROWN, COOKED, REGULAR, NO FAT ADDED"
"2317","DRDIFDCD",56205120,"RICE, BROWN, COOKED, REGULAR, NS FAT ADDED"
"2318","DRDIFDCD",56205130,"YELLOW RICE,COOKED,REGULAR,NS AS TO FAT ADD IN COOK"
"2319","DRDIFDCD",56205150,"YELLOW RICE,COOKED,REGULAR,FAT NOT ADDED IN COOKING"
"2320","DRDIFDCD",56205170,"YELLOW RICE,COOKED,REGULAR, FAT ADDED IN COOKING"
"2321","DRDIFDCD",56205190,"RICE, WHITE, COOKED, GLUTINOUS (INCL STICKY RICE)"
"2322","DRDIFDCD",56205200,"RICE, FRZ DES,NONDAIRY,NOT CHOC (INCL RICE DREAM)"
"2323","DRDIFDCD",56205210,"RICE, WILD, 100%, COOKED, NO FAT ADDED"
"2324","DRDIFDCD",56205300,"RICE, WHITE & WILD, COOKED, NO FAT ADDED"
"2325","DRDIFDCD",56205320,"RICE, WHITE & WILD, FAT ADDED"
"2326","DRDIFDCD",56205340,"RICE, BROWN & WILD, FAT ADDED"
"2327","DRDIFDCD",56205400,"RICE, COOKED, NS AS TO TYPE, FAT ADDED IN COOKING"
"2328","DRDIFDCD",56205410,"RICE, WHITE, COOKED W/ (FAT) OIL, PUERTO RICAN STYLE"
"2329","DRDIFDCD",56205420,"RICE, WHITE, COOKED, REGULAR, FAT ADDED IN COOKING"
"2330","DRDIFDCD",56205430,"RICE, WHITE, COOKED, INSTANT, FAT ADDED IN COOKING"
"2331","DRDIFDCD",56205440,"RICE, WHITE, COOKED, CONVERTED, FAT ADDED"
"2332","DRDIFDCD",56205510,"RICE, BROWN, COOKED, REGULAR, FAT ADDED IN COOKING"
"2333","DRDIFDCD",56205540,"RICE, BROWN, COOKED, INSTANT, FAT NOT ADDED"
"2334","DRDIFDCD",56205550,"RICE, BROWN, COOKED, INSTANT, FAT ADDED"
"2335","DRDIFDCD",56206970,"WHEAT, CREAM OF,COOKED,QUICK,NS AS TO ADDED FAT"
"2336","DRDIFDCD",56207010,"WHEAT, CREAM OF, COOKED, REGULAR, NO FAT ADDED"
"2337","DRDIFDCD",56207020,"WHEAT, CREAM OF, COOKED, QUICK, NO FAT ADDED"
"2338","DRDIFDCD",56207030,"WHEAT, CREAM OF, COOKED, INSTANT, NO FAT ADDED"
"2339","DRDIFDCD",56207060,"WHEAT, CREAM OF, INSTANT, COOKED, FAT ADDED"
"2340","DRDIFDCD",56207080,"WHEAT, CREAM OF,COOKED,NS AS TO REG,QUICK, OR INST"
"2341","DRDIFDCD",56207110,"BULGUR, COOKED OR CANNED, NO FAT ADDED"
"2342","DRDIFDCD",56207130,"BULGUR, COOKED OR CANNED, NS AS TO ADDED FAT"
"2343","DRDIFDCD",56207160,"COUSCOUS, PLAIN, COOKED, NS AS TO ADDED FAT"
"2344","DRDIFDCD",56207180,"COUSCOUS, PLAIN, COOKED, FAT ADDED IN COOKING"
"2345","DRDIFDCD",56207190,"WHOLE WHEAT CEREAL, COOKED, NS AS TO ADDED FAT"
"2346","DRDIFDCD",56207200,"WHOLE WHEAT CEREAL, COOKED, NO FAT ADDED"
"2347","DRDIFDCD",56207220,"WHEAT, CREAM OF, COOKED, REGULAR, FAT ADDED"
"2348","DRDIFDCD",56207230,"WHEAT, CREAM OF, COOKED,QUICK,FAT ADDED IN COOKING"
"2349","DRDIFDCD",56207300,"WHOLE WHEAT CEREAL, W/ BARLEY, COOKED, NO FAT ADDED"
"2350","DRDIFDCD",56207360,"WHEAT CEREAL, CHOC FLAVORED, COOKED, NO FAT ADDED"
"2351","DRDIFDCD",56208500,"OAT BRAN CEREAL, COOKED, NO FAT ADDED"
"2352","DRDIFDCD",56208530,"OAT BRAN CEREAL, MADE W/ MILK, NO FAT ADDED"
"2353","DRDIFDCD",57000000,"CEREAL, NFS"
"2354","DRDIFDCD",57000050,"KASHI CEREAL, NS AS TO READY-TO-EAT OR COOKED"
"2355","DRDIFDCD",57000100,"OAT CEREAL, NFS"
"2356","DRDIFDCD",57100100,"CEREAL, READY-TO-EAT, NFS"
"2357","DRDIFDCD",57101000,"ALL-BRAN CEREAL"
"2358","DRDIFDCD",57101020,"ALL BRAN CEREAL W/ EXTRA FIBER"
"2359","DRDIFDCD",57101500,"ALMOND DELIGHT CEREAL"
"2360","DRDIFDCD",57103000,"ALPHA-BITS CEREAL"
"2361","DRDIFDCD",57103050,"AMARANTH FLAKES CEREAL"
"2362","DRDIFDCD",57103100,"APPLE CINNAMON CHEERIOS"
"2363","DRDIFDCD",57103400,"APPLE CINNAMON OH'S CEREAL"
"2364","DRDIFDCD",57104000,"APPLE JACKS CEREAL"
"2365","DRDIFDCD",57106100,"BASIC 4 (RTE CEREAL)"
"2366","DRDIFDCD",57106530,"BLUEBERRY MORNING, POST"
"2367","DRDIFDCD",57107000,"BOOBERRY CEREAL"
"2368","DRDIFDCD",57110000,"ALL-BRAN BRAN BUDS CEREAL, KELLOGG'S (FORMERLY BRAN BUDS)"
"2369","DRDIFDCD",57117000,"CAP'N CRUNCH CEREAL"
"2370","DRDIFDCD",57119000,"CAP'N CRUNCH'S CRUNCH BERRIES CEREAL"
"2371","DRDIFDCD",57120000,"CAP'N CRUNCH'S PEANUT BUTTER CRUNCH CEREAL"
"2372","DRDIFDCD",57123000,"CHEERIOS"
"2373","DRDIFDCD",57124000,"CHEX CEREAL, NFS"
"2374","DRDIFDCD",57124200,"CHOCOLATE FLAVORED FROSTED PUFFED CORN CEREAL"
"2375","DRDIFDCD",57125000,"CINNAMON TOAST CRUNCH CEREAL"
"2376","DRDIFDCD",57125900,"HONEY NUT CLUSTERS CEREAL"
"2377","DRDIFDCD",57126000,"COCOA KRISPIES CEREAL"
"2378","DRDIFDCD",57127000,"COCOA PEBBLES CEREAL"
"2379","DRDIFDCD",57128000,"COCOA PUFFS CEREAL"
"2380","DRDIFDCD",57130000,"COOKIE-CRISP CEREAL (INCLUDE ALL FLAVORS)"
"2381","DRDIFDCD",57131000,"CRUNCHY CORN BRAN CEREAL, QUAKER"
"2382","DRDIFDCD",57132000,"CORN CHEX CEREAL"
"2383","DRDIFDCD",57134000,"CORN FLAKES, NFS (INCLUDE STORE BRANDS)"
"2384","DRDIFDCD",57135000,"CORN FLAKES, KELLOGG"
"2385","DRDIFDCD",57137000,"CORN PUFFS CEREAL"
"2386","DRDIFDCD",57138000,"TOTAL CORN FLAKES"
"2387","DRDIFDCD",57143000,"CRACKLIN' OAT BRAN CEREAL"
"2388","DRDIFDCD",57148000,"CRISPIX CEREAL"
"2389","DRDIFDCD",57206700,"FIBER ONE CEREAL"
"2390","DRDIFDCD",57207000,"BRAN FLAKES CEREAL, NFS (FORMERLY 40% BRAN FLAKES, NFS)"
"2391","DRDIFDCD",57208000,"COMPLETE WHEAT BRAN FLAKES, KELLOGG'S (FORM.40% BRAN FLAKES)"
"2392","DRDIFDCD",57209000,"NATURAL BRAN FLAKES CEREAL, POST"
"2393","DRDIFDCD",57212100,"FRENCH TOAST CRUNCH CEREAL, GENERAL MILLS"
"2394","DRDIFDCD",57213000,"FROOT LOOPS CEREAL"
"2395","DRDIFDCD",57213800,"FROSTED BRAN,KELLOGG'S"
"2396","DRDIFDCD",57213850,"FROSTED CHEERIOS CEREAL"
"2397","DRDIFDCD",57214000,"FROSTED MINI-WHEATS CEREAL (INCL ALL FLAVORS)"
"2398","DRDIFDCD",57214100,"FROSTED WHEAT BITES"
"2399","DRDIFDCD",57221700,"FRUIT RINGS, NFS (INCLUDE STORE BRANDS)"
"2400","DRDIFDCD",57221800,"FRUIT WHIRLS CEREAL"
"2401","DRDIFDCD",57223000,"FRUITY PEBBLES CEREAL"
"2402","DRDIFDCD",57224000,"GOLDEN GRAHAMS CEREAL"
"2403","DRDIFDCD",57227000,"GRANOLA, NFS"
"2404","DRDIFDCD",57228000,"GRANOLA, HOMEMADE"
"2405","DRDIFDCD",57229000,"GRANOLA, LOWFAT, KELLOGG'S"
"2406","DRDIFDCD",57229500,"GRANOLA W/ RAISINS, LOWFAT, KELLOGG'S"
"2407","DRDIFDCD",57230000,"GRAPE-NUTS CEREAL"
"2408","DRDIFDCD",57231000,"GRAPE-NUT FLAKES"
"2409","DRDIFDCD",57231200,"GREAT GRAINS, RAISIN, DATE, & PECAN,WHOLE GRAIN CEREAL, POST"
"2410","DRDIFDCD",57231250,"GREAT GRAINS DOUBLE PECAN WHOLE GRAIN CEREAL, POST"
"2411","DRDIFDCD",57232120,"HEALTHY CHOICE MULTI-GRAIN FLAKES CEREAL, KELLOGG'S"
"2412","DRDIFDCD",57237100,"HONEY BUNCHES OF OATS CEREAL"
"2413","DRDIFDCD",57237300,"HONEY BUNCHES OF OATS W/ ALMONDS, POST"
"2414","DRDIFDCD",57238000,"HONEYCOMB CEREAL, PLAIN"
"2415","DRDIFDCD",57239100,"HONEY CRUNCH CORN FLAKES CEREAL, KELLOGG'S"
"2416","DRDIFDCD",57240100,"HONEY NUT CHEX CEREAL"
"2417","DRDIFDCD",57241000,"HONEY NUT CHEERIOS"
"2418","DRDIFDCD",57241200,"HONEY NUT SHREDDED WHEAT CEREAL, POST"
"2419","DRDIFDCD",57243000,"HONEY SMACKS CEREAL"
"2420","DRDIFDCD",57244000,"JUST RIGHT CEREAL"
"2421","DRDIFDCD",57301100,"KABOOM CEREAL"
"2422","DRDIFDCD",57301500,"KASHI, PUFFED"
"2423","DRDIFDCD",57302100,"KING VITAMAN CEREAL"
"2424","DRDIFDCD",57303100,"KIX CEREAL"
"2425","DRDIFDCD",57304100,"LIFE CEREAL (PLAIN & CINNAMON)"
"2426","DRDIFDCD",57305100,"LUCKY CHARMS CEREAL"
"2427","DRDIFDCD",57305150,"FROSTED OAT CEREAL W/ MARSHMALLOWS"
"2428","DRDIFDCD",57305170,"MALT-O-MEAL COCO-ROOS CEREAL"
"2429","DRDIFDCD",57306500,"MALT-O-MEAL GOLDEN PUFFS CEREAL (FORMERLY SUGAR PUFFS)"
"2430","DRDIFDCD",57306800,"MALT-O-MEAL TOOTIE FRUITIES (RTE CEREAL)"
"2431","DRDIFDCD",57307100,"FRUITY MARSHMALLOW KRISPIES CEREAL"
"2432","DRDIFDCD",57307150,"MARSHMALLOW SAFARI CEREAL, QUAKER"
"2433","DRDIFDCD",57307550,"MINI BUNS CEREAL (CINNAMON)"
"2434","DRDIFDCD",57308150,"MUESLIX CEREAL, NFS"
"2435","DRDIFDCD",57308400,"MULTI GRAIN CHEERIOS"
"2436","DRDIFDCD",57309100,"NATURE VALLEY GRANOLA, W/ FRUIT & NUTS"
"2437","DRDIFDCD",57311800,"NUT AND HONEY CRUNCH FLAKED CEREAL"
"2438","DRDIFDCD",57315000,"NUTRI-GRAIN GOLDEN WHEAT CEREAL (FORMERLY NUTRI-GRAIN WHEAT)"
"2439","DRDIFDCD",57316100,"NUTRI-GRAIN ALMOND RAISIN CEREAL"
"2440","DRDIFDCD",57316300,"OAT BRAN FLAKES, HEALTH VALLEY"
"2441","DRDIFDCD",57316410,"APPLE CINNAMON OATMEAL CRISP CEREAL (OATMEAL CRISP W/ APPLES"
"2442","DRDIFDCD",57316450,"OATMEAL CRISP W/ ALMONDS CEREAL"
"2443","DRDIFDCD",57316500,"OATMEAL RAISIN CRISP CEREAL"
"2444","DRDIFDCD",57316710,"OH'S, HONEY GRAHAM CEREAL"
"2445","DRDIFDCD",57317200,"OAT FLAKES CEREAL, POST"
"2446","DRDIFDCD",57318000,"100% BRAN CEREAL"
"2447","DRDIFDCD",57322500,"OREO O'S CEREAL, POST"
"2448","DRDIFDCD",57323000,"SWEET CRUNCH CEREAL, QUAKER (FORMERLY POPEYE)"
"2449","DRDIFDCD",57323050,"SWEET PUFFS CEREAL, QUAKER"
"2450","DRDIFDCD",57323200,"POP TARTS CRUNCH CEREAL"
"2451","DRDIFDCD",57325000,"PRODUCT 19 CEREAL"
"2452","DRDIFDCD",57327450,"QUAKER OAT BRAN CEREAL"
"2453","DRDIFDCD",57327500,"QUAKER OATMEAL SQUARES CEREAL (FORMERLY QUAKER OAT SQUARES)"
"2454","DRDIFDCD",57329000,"RAISIN BRAN CEREAL, NFS"
"2455","DRDIFDCD",57330000,"RAISIN BRAN CEREAL, KELLOGG"
"2456","DRDIFDCD",57331000,"RAISIN BRAN CEREAL, POST"
"2457","DRDIFDCD",57332050,"RAISIN BRAN, TOTAL"
"2458","DRDIFDCD",57332100,"RAISIN NUT BRAN CEREAL"
"2459","DRDIFDCD",57335550,"REESE'S PEANUT BUTTER PUFFS CEREAL"
"2460","DRDIFDCD",57336000,"RICE CHEX CEREAL"
"2461","DRDIFDCD",57339000,"RICE KRISPIES CEREAL"
"2462","DRDIFDCD",57339500,"RICE KRISPIES TREATS CEREAL (KELLOGG'S)"
"2463","DRDIFDCD",57340000,"PUFFED RICE CEREAL"
"2464","DRDIFDCD",57341000,"SHREDDED WHEAT 'N BRAN CEREAL"
"2465","DRDIFDCD",57344000,"SPECIAL K CEREAL"
"2466","DRDIFDCD",57346500,"TOASTED OATMEAL, HONEY NUT (QUAKER)"
"2467","DRDIFDCD",57347000,"CORN POPS CEREAL"
"2468","DRDIFDCD",57348000,"FROSTED CORN FLAKES, NFS"
"2469","DRDIFDCD",57349000,"FROSTED FLAKES, KELLOGG"
"2470","DRDIFDCD",57354000,"SUN FLAKES CEREAL"
"2471","DRDIFDCD",57355000,"GOLDEN CRISP CEREAL"
"2472","DRDIFDCD",57401100,"TOASTED OAT CEREAL"
"2473","DRDIFDCD",57402610,"TEMPTATIONS CEREAL, HONEY ROASTED PECAN, KELLOGG'S"
"2474","DRDIFDCD",57403100,"TOASTIES, POST"
"2475","DRDIFDCD",57406100,"TOTAL CEREAL"
"2476","DRDIFDCD",57407100,"TRIX CEREAL"
"2477","DRDIFDCD",57409100,"WAFFLE CRISP CEREAL, POST"
"2478","DRDIFDCD",57410000,"WEETABIX WHOLE WHEAT CEREAL"
"2479","DRDIFDCD",57411000,"WHEAT CHEX CEREAL"
"2480","DRDIFDCD",57412000,"WHEAT GERM CEREAL, PLAIN"
"2481","DRDIFDCD",57416000,"PUFFED WHEAT CEREAL, PLAIN"
"2482","DRDIFDCD",57416010,"WHEAT, PUFFED, PRESWEETENED W/ SUGAR"
"2483","DRDIFDCD",57417000,"SHREDDED WHEAT, 100%"
"2484","DRDIFDCD",57418000,"WHEATIES CEREAL"
"2485","DRDIFDCD",57418200,"WHEATIES CEREAL, HONEY FROSTED (FORMERLY WHEATIES HONEY GOLD"
"2486","DRDIFDCD",57601100,"WHEAT BRAN, UNPROCESSED"
"2487","DRDIFDCD",57602100,"OATS, RAW"
"2488","DRDIFDCD",57602500,"OAT BRAN, UNCOOKED"
"2489","DRDIFDCD",57801000,"BARLEY CEREAL, BABY, DRY, INSTANT"
"2490","DRDIFDCD",57803000,"MIXED CEREAL, BABY, DRY, INSTANT"
"2491","DRDIFDCD",57804000,"OATMEAL CEREAL, BABY, DRY, INSTANT"
"2492","DRDIFDCD",57805000,"RICE CEREAL, BABY, DRY, INSTANT"
"2493","DRDIFDCD",57805080,"RICE CEREAL W/ APPLES, BABY, DRY, INSTANT"
"2494","DRDIFDCD",57805100,"RICE CEREAL W/ BANANAS, BABY, DRY, INSTANT"
"2495","DRDIFDCD",57806000,"MIXED CEREAL W/ BANANAS, BABY, DRY, INSTANT"
"2496","DRDIFDCD",57806100,"OATMEAL CEREAL W/ BANANAS, BABY, DRY, INSTANT"
"2497","DRDIFDCD",57806200,"OATMEAL W/ FRUIT, BABY, DRY, INSTANT, TODDLER"
"2498","DRDIFDCD",57807010,"WHOLE WHEAT CEREAL W/ APPLES, BABY, DRY, INSTANT"
"2499","DRDIFDCD",57820000,"CEREAL, BABY, JARRED, NFS"
"2500","DRDIFDCD",57820100,"RICE CEREAL, BABY FOOD, JARRED, NFS"
"2501","DRDIFDCD",57822000,"MIXED CEREAL W/ APPLESAUCE & BANANAS, BABY, JARRED"
"2502","DRDIFDCD",57823000,"OATMEAL W/ APPLESAUCE & BANANAS, BABY, JARRED"
"2503","DRDIFDCD",57824000,"RICE CEREAL, W/ APPLESAUCE & BANANAS, BABY, JARRED"
"2504","DRDIFDCD",57824500,"RICE CEREAL W/ MIXED FRUIT, BABY, JARRED"
"2505","DRDIFDCD",58100100,"BURRITO W/ BEEF, NO BEANS"
"2506","DRDIFDCD",58100110,"BURRITO W/ BEEF & BEANS (INCLUDE BURRITO,NFS)"
"2507","DRDIFDCD",58100120,"BURRITO W/ BEEF, BEANS, & CHEESE"
"2508","DRDIFDCD",58100130,"BURRITO W/ BEEF & CHEESE, NO BEANS"
"2509","DRDIFDCD",58100140,"BURRITO W/ BEEF, BEANS, CHEESE, & SOUR CREAM"
"2510","DRDIFDCD",58100150,"BURRITO W/ BEEF & POTATO, NO BEANS"
"2511","DRDIFDCD",58100180,"BURRITO W/ PORK & BEANS"
"2512","DRDIFDCD",58100200,"BURRITO W/ CHICKEN, NO BEANS"
"2513","DRDIFDCD",58100210,"BURRITO W/ CHICKEN & BEANS"
"2514","DRDIFDCD",58100220,"BURRITO W/ CHICKEN, BEANS, & CHEESE"
"2515","DRDIFDCD",58100230,"BURRITO W/ CHICKEN & CHEESE"
"2516","DRDIFDCD",58100240,"BURRITO W/ CHICKEN"
"2517","DRDIFDCD",58100300,"BURRITO W/ BEANS & RICE, MEATLESS"
"2518","DRDIFDCD",58100310,"BURRITO W/ BEANS, MEATLESS"
"2519","DRDIFDCD",58100320,"BURRITO W/ BEANS & CHEESE, MEATLESS"
"2520","DRDIFDCD",58100330,"BURRITO, 7 LAYER, MEATLESS"
"2521","DRDIFDCD",58100340,"BURRITO W/ EGGS, SAUSAGE, CHEESE AND VEGETABLES"
"2522","DRDIFDCD",58100350,"BURRITO W/ EGGS & CHEESE,NO BEANS (INCL BREAKFAST B"
"2523","DRDIFDCD",58100360,"CHILAQUILES,TORTILLA CASSEROLE W/ SALSA,CHEESE, EGG"
"2524","DRDIFDCD",58100370,"CHILAQUILES, TORTILLA CASSEROLE, NO EGG"
"2525","DRDIFDCD",58100400,"ENCHILADA W/ BEEF, NO BEANS"
